kcdbCode,categoryValue,subCategoryValue,analyteValue,analyteMatrix,quantityValue,cmc_low,cmc_high,cmc_unit,unc_low,unc_high,unc_unit,uncertaintyMode,coverageFactor,confidenceLevel,mechanism,publicationDate,status
APMP-QM-KR-000004HA-1,Food,Contaminants,carbaryl,kimchi cabbage,Mass fraction (dry mass correction),0.01,50.0,mg/kg,10.0,1.0,%,Relative,2.0,95.0,CRM 108-05-006,2018-09-26,Published
APMP-QM-KR-000004HG-1,Food,Nutritional constituents,pantothenic acid,dairy products,Mass fraction (dry mass base),0.5,500.0,mg/kg,5.0,1.0,%,Relative,2.0,95.0,"CRM 108-02-003, PT Providing",2018-09-26,Published
APMP-QM-KR-000004HK-1,Food,Nutritional constituents,gamma-tocopherol,dairy products,Mass fraction (dry mass base),1.0,500.0,mg/kg,15.0,1.0,%,Relative,2.0,95.0,CRM 108-02-003,2018-09-26,Published
APMP-QM-KR-000004HL-1,Food,Nutritional constituents,cholecalciferol,dairy products,Mass fraction (dry mass base),1.0,500.0,µg/kg,15.0,1.0,%,Relative,2.0,95.0,CRM 108-02-003,2018-09-26,Published
APMP-QM-KR-000004HM-1,Food,Nutritional constituents,cis-phylloquinone,dairy products,Mass fraction (dry mass base),0.05,100.0,mg/kg,15.0,1.0,%,Relative,2.0,95.0,CRM 108-02-003,2018-09-26,Published
APMP-QM-KR-000004HR-1,Food,Nutritional constituents,thiamin,food supplement,Mass fraction (dry mass base),0.1,100.0,g/kg,10.0,1.0,%,Relative,2.0,95.0,CRM 108-10-019,2018-09-26,Published
APMP-QM-KR-000004HS-1,Food,Nutritional constituents,riboflavin,food supplement,Mass fraction (dry mass base),0.1,300.0,g/kg,15.0,1.0,%,Relative,2.0,95.0,CRM 108-10-019,2018-09-26,Published
APMP-QM-KR-000004HT-1,Food,Nutritional constituents,pantothenic acid,food supplement,Mass fraction (dry mass base),0.1,500.0,g/kg,10.0,1.0,%,Relative,2.0,95.0,CRM 108-10-019,2018-09-26,Published
APMP-QM-KR-000004HV-1,Food,Nutritional constituents,biotin,food supplement,Mass fraction (dry mass base),0.5,100.0,mg/kg,10.0,1.0,%,Relative,2.0,95.0,CRM 108-10-019,2018-09-26,Published
APMP-QM-KR-000004HY-1,Food,Nutritional constituents,biotin,dairy products,Mass fraction (dry mass base),0.5,50.0,mg/kg,5.0,1.0,%,Relative,2.0,95.0,CRM 108-02-003,2018-09-26,Published
APMP-QM-KR-000004I8-1,Food,Nutritional constituents,trans-phylloquinone,spinach,Mass fraction (dry mass base),0.1,500.0,mg/kg,20.0,1.0,%,Relative,2.0,95.0,CRM 108-05-010,2018-09-26,Published
APMP-QM-KR-000004N8-1,Biological fluids and materials,Blood serum,creatinine,serum (frozen),Mass fraction,5.0,15.0,µg/g,1.5,1.0,%,Relative,2.0,95.0,KRISS CRM 110-02-01,2007-04-06,Published
APMP-QM-KR-000004NC-1,Biological fluids and materials,Blood serum,uric acid,human serum (frozen),Mass fraction,10.0,150.0,mg/kg,0.15,1.3,mg/kg,Absolute,2.3,95.0,KRISS CRM 111-01-A,2001-10-21,Published
APMP-QM-KR-000004NE-1,Biological fluids and materials,Blood serum,d-glucose,human serum (frozen),Mass fraction,200.0,2000.0,mg/kg,5.0,30.0,mg/kg,Absolute,2.3,95.0,KRISS CRM 111-02-A,2008-12-15,Published
APMP-QM-KR-000004NF-1,Biological fluids and materials,Blood serum,creatinine,human serum (frozen),Mass fraction,2.0,100.0,mg/kg,0.3,1.5,mg/kg,Absolute,2.3,95.0,KRISS CRM 111-02-A,2001-10-21,Published
APMP-QM-KR-000004NG-1,Biological fluids and materials,Blood serum,uric acid,human serum (frozen),Mass fraction,10.0,150.0,mg/kg,0.15,1.3,mg/kg,Absolute,2.3,95.0,KRISS CRM 111-02-A,2001-10-21,Published
APMP-QM-KR-000004NH-1,Biological fluids and materials,Blood serum,urea,human serum (frozen),Mass fraction,100.0,1200.0,mg/kg,1.8,22.0,mg/kg,Absolute,2.3,95.0,KRISS CRM 111-02-A,2001-10-21,Published
APMP-QM-KR-000004NK-1,Biological fluids and materials,Blood serum,uric acid,human serum (lyophilized),Mass fraction,10.0,150.0,mg/kg,0.15,1.3,mg/kg,Absolute,2.3,95.0,KRISS CRM 111-03-A,2001-10-21,Published
APMP-QM-KR-000004NL-1,Biological fluids and materials,Blood serum,urea,human serum (lyophilized),Mass fraction,100.0,1200.0,mg/kg,1.8,22.0,mg/kg,Absolute,2.3,95.0,KRISS CRM 111-03-A,2001-10-21,Published
APMP-QM-KR-000004NN-1,Biological fluids and materials,Blood serum,creatinine,human serum (lyophilized),Mass fraction,2.0,100.0,mg/kg,0.3,1.5,mg/kg,Absolute,2.3,95.0,KRISS CRM 111-04-A,2001-10-21,Published
APMP-QM-KR-00000JNO-1,Gases,Environmental,alpha-pinene,nitrogen or synthetic air,Amount-of-substance fraction,1.0,500.0,nmol/mol,1.9,1.9,%,Relative,2.0,95.0,CRM109-02-003,2020-03-06,Published
APMP-QM-KR-00000JNQ-1,Gases,Environmental,R-limonene,nitrogen or synthetic air,Amount-of-substance fraction,1.0,500.0,nmol/mol,2.9,2.9,%,Relative,2.0,95.0,CRM109-02-003,2020-03-06,Published
APMP-QM-KR-00000JNR-1,Gases,Environmental,"1,8-cineole",nitrogen or synthetic air,Amount-of-substance fraction,1.0,500.0,nmol/mol,3.2,3.2,%,Relative,2.0,95.0,CRM109-02-003,2020-03-06,Published
APMP-QM-KR-00000JNS-1,Gases,"Other than high purity, environmental, fuel, forensic, or medical",water,nitrogen or air,Amount-of-substance fraction,0.14,10.0,µmol/mol,100.0,1.3,%,Relative,2.0,95.0,"CRM 112-01-600, CRM 112-01-602, calibration",2020-03-06,Published
APMP-QM-KR-00000JWT-1,Advanced materials,Polymers and plastics,dibutyl phthalate,Plastic (PVC),Mass fraction,300.0,1000.0,mg/kg,5.0,2.0,%,Relative,2.0,95.0,CRM 113-03-006,2020-04-08,Published
APMP-QM-KR-00000JWX-1,Biological fluids and materials,Blood serum,folic acid,plasma,Mass fraction,0.06,5.0,µg/kg,20.0,5.0,%,Relative,2.0,95.0,CRM 111-01-018,2020-04-08,Published
APMP-QM-KR-00000LNG-1,Organic solutions,Pesticides,"Organophosphorous pesticides (including diazinon, chlorpyrifos, etc, pKow<-2 and M.W.<500)","General organic solvents (such as acetonitrile, methanol, tetrahydrofuran, toluens, etc) for calibration solutions",Mass fraction,0.1,100.0,mg/kg,5.0,2.0,%,Relative,2.0,95.0,"CRM
Certification service
PT providing for water analysis",2020-09-21,Published
APMP-QM-KR-00000LNH-1,Organic solutions,"Other than PAHs, PCBs, and pesticides",Phthalate esters ( pKow<-2 and M.W.<500),"General organic solvents (such as acetonitrile, tetrahydrofuran, toluens, etc) for calibration solutions",Mass fraction,0.1,100.0,mg/kg,5.0,2.0,%,Relative,2.0,95.0,"CRM
Certification service",2020-09-21,Published
APMP-QM-KR-00000LNI-1,Organic solutions,"Other than PAHs, PCBs, and pesticides","Hexabromocyclododecanes (HBCDs, pKow<-2 and M.W.<500)","General organic solvents (such as acetonitrile, tetrahydrofuran, toluens, etc) for calibration solutions",Mass fraction,0.1,100.0,mg/kg,5.0,2.0,%,Relative,2.0,95.0,"CRM
Certification service",2020-09-21,Published
APMP-QM-KR-00000LNK-1,Organic solutions,"Other than PAHs, PCBs, and pesticides","Alkylbenzenes (such as benzene, toluene, ethylbenzene,xylenes, pKow<-2 and M.W.<500)","General organic solvents (such as acetonitrile, methanol, etc) for calibration solutions",Mass fraction,20.0,1000.0,mg/kg,2.0,1.0,%,Relative,2.0,95.0,"CRM
Certification service
PT providing for water analysis",2020-09-21,Published
APMP-QM-KR-0000043C-2,Gases,Environmental,nitrogen monoxide,nitrogen,Amount-of-substance fraction,0.06,10.0,µmol/mol,100.0,0.6,%,Relative,2.0,95.0,CRM 112-03-503,2020-09-21,Published
APMP-QM-KR-0000043D-2,Gases,Environmental,nitrogen monoxide,nitrogen,Amount-of-substance fraction,10.0,500000.0,µmol/mol,0.6,0.6,%,Relative,2.0,95.0,CRM 112-03-505,2020-09-21,Published
APMP-QM-KR-0000044A-2,Gases,Medical,helium,nitrogen,Amount-of-substance fraction,90000.0,120000.0,µmol/mol,1.5,1.5,%,Relative,2.0,95.0,CRM 112-02-2831P,2020-09-21,Published
APMP-QM-KR-0000047B-2,Gases,Environmental,carbon monoxide,nitrogen,Amount-of-substance fraction,10.0,500000.0,µmol/mol,0.3,0.3,%,Relative,2.0,95.0,CRM 112-03-550,2020-09-21,Published
APMP-QM-KR-00000LNN-1,Food,Contaminants,benz(a)anthracene,olive oil,Mass fraction,0.5,50.0,µg/kg,5.0,2.0,%,Relative,2.0,95.0,CRM 108-04-001,2020-09-21,Published
APMP-QM-KR-00000LNP-1,Food,Contaminants,benzo(b)fluoranthene,olive oil,Mass fraction,0.5,50.0,µg/kg,7.0,2.0,%,Relative,2.0,95.0,Assignment of reference values for KOLAS proficiency test,2020-09-21,Published
APMP-QM-KR-00000LNS-1,Food,Contaminants,enrofloxacin,animal meat products,Mass fraction,20.0,25000.0,µg/kg,15.0,4.5,%,Relative,2.0,95.0,Assignment of reference values for KOLAS proficiency test,2020-09-21,Published
APMP-QM-KR-00000450-2,Gases,Environmental,krypton,neon,Amount-of-substance fraction,0.1,96.0,cmol/mol,0.2,0.2,%,Relative,2.0,95.0,CRM-112-01-00000,2021-10-25,Published
APMP-QM-KR-00000453-2,Gases,Environmental,krypton,neon,Amount-of-substance fraction,0.1,96.0,cmol/mol,0.2,0.2,%,Relative,2.0,95.0,CRM-112-01-00000,2021-10-25,Published
APMP-QM-KR-00000457-2,Gases,Environmental,xenon,argon,Amount-of-substance fraction,0.001,0.1,cmol/mol,0.2,0.2,%,Relative,2.0,95.0,CRM-112-01-00000,2021-10-25,Published
APMP-QM-KR-00000458-2,Gases,Environmental,neon,argon,Amount-of-substance fraction,1.0,10.0,cmol/mol,0.2,0.2,%,Relative,2.0,95.0,CRM-112-01-00000,2021-10-25,Published
APMP-QM-KR-0000046R-2,Gases,Fuel,tetrahydrothiophene,methane,Amount-of-substance fraction,1.0,100.0,µmol/mol,6.0,0.6,%,Relative,2.0,95.0,"CRM112-03-753, CRM112-03-754, CRM112-03-755",2021-10-25,Published
APMP-QM-KR-0000046U-2,Gases,Fuel,methanethiol,methane,Amount-of-substance fraction,1.0,100.0,µmol/mol,6.0,0.6,%,Relative,2.0,95.0,CRM112-03-777,2021-10-25,Published
APMP-QM-KR-00000473-2,Gases,Fuel,but-1-ene,LPG,Amount-of-substance fraction,1.0,15.0,cmol/mol,0.8,0.8,%,Relative,2.0,95.0,"CRM112-01-361, CRM112-01-730",2021-10-25,Published
APMP-QM-KR-00000476-2,Gases,"Other than high purity, environmental, fuel, forensic, or medical",helium,noble gases,Amount-of-substance fraction,0.1,96.0,cmol/mol,0.2,0.2,%,Relative,2.0,95.0,"CRM112-01-039, CRM112-040, CRM112-03-041, CRM112-03-042, CRM112-03-043, CRM112-03-044, CRM112-01-701",2021-10-25,Published
APMP-QM-KR-00000479-2,Gases,"Other than high purity, environmental, fuel, forensic, or medical",xenon,noble gases,Amount-of-substance fraction,0.1,96.0,cmol/mol,0.2,0.2,%,Relative,2.0,95.0,"CRM112-01-039, CRM112-040, CRM112-03-041, CRM112-03-042, CRM112-03-043, CRM112-03-044, CRM112-01-701",2021-10-25,Published
APMP-QM-KR-000003XO-2,Gases,Environmental,trifluoromethane,nitrogen,Amount-of-substance fraction,1e-05,0.1,mol/mol,1.0,0.5,%,Relative,2.0,95.0,CRM 112-01-2711N,2022-09-19,Published
APMP-QM-KR-000003YE-2,Gases,"Other than high purity, environmental, fuel, forensic, or medical",argon,neon,Amount-of-substance fraction,0.01,0.03,mol/mol,2.0,2.0,%,Relative,2.0,95.0,CRM 112-01-9121P,2022-08-24,Published
APMP-QM-KR-000003YY-2,Gases,Environmental,toluene,nitrogen,Amount-of-substance fraction,1e-05,0.0001,mol/mol,3.0,2.0,%,Relative,2.0,95.0,CRM 112-03-2402M,2022-09-19,Published
APMP-QM-KR-000003Z3-2,Gases,Environmental,styrene,nitrogen,Amount-of-substance fraction,1e-05,0.0001,mol/mol,3.0,2.0,%,Relative,2.0,95.0,CRM 112-03-2413M,2022-10-06,Published
APMP-QM-KR-0000040K-2,Gases,Environmental,m-xylene,nitrogen,Amount-of-substance fraction,1e-06,1e-05,mol/mol,3.0,2.0,%,Relative,2.0,95.0,CRM 112-03-2403L,2022-10-06,Published
APMP-QM-KR-00000NMF-1,Food,Nutritional constituents,alpha-linolenic acid,kimchi cabbage,Mass fraction (dry mass correction),10.0,20000.0,mg/kg,10.0,1.0,%,Relative,2.3,95.0,CRM 108-05-011,2022-05-13,Published
APMP-QM-KR-00000OBE-1,Food,Nutritional constituents,iron,oyster,Mass fraction,50.0,1000.0,mg/kg,2.7,5.0,%,Relative,2.0,95.0,"CRM, PT providing, calibration service",2023-11-09,Published
APMP-QM-KR-00000OBX-1,Advanced materials,Polymers and plastics,Benzo(k)fluoranthene,plastic (HIPS),Mass fraction,200.0,2000.0,µg/kg,5.0,2.0,%,Relative,2.0,95.0,CRM 113-03-010,2023-11-09,Published
APMP-QM-KR-00000OCO-1,Food,Nutritional constituents,iron,Kimchi,Mass fraction,40.0,200.0,mg/kg,4.0,8.0,%,Relative,2.0,95.0,"CRM, PT providing, calibration service",2023-11-09,Published
APMP-QM-KR-00000OCP-1,Food,Nutritional constituents,magnesium,Kimchi,Mass fraction,1000.0,5000.0,mg/kg,1.0,5.0,%,Relative,2.0,95.0,"CRM, PT providing, calibration service",2023-11-09,Published
APMP-QM-KR-00000OCU-1,Food,Nutritional constituents,zinc,kimchi cabbage,Mass fraction,50.0,500.0,mg/kg,1.0,5.0,%,Relative,2.0,95.0,"CRM, PT providing, calibration service",2023-11-09,Published
APMP-QM-KR-000004FT-3,Food,Contaminants,beta-endosulfan,chinese cabbage,Mass fraction (dry mass base),0.1,1.5,mg/kg,4.0,1.0,%,Relative,2.0,95.0,CRM 108-05-013 and PT service,2025-07-21,Published
APMP-QM-KR-000004FU-2,Food,Contaminants,alpha-endosulfan,ginseng,Mass fraction (dry mass base),0.1,1.0,mg/kg,4.0,2.0,%,Relative,2.0,95.0,PT service,2025-07-21,Published
APMP-QM-KR-000004FI-2,Food,Nutritional constituents,nicotinamide,food supplement,Mass fraction,10.0,100.0,g/kg,7.0,1.0,%,Relative,2.0,95.0,CRM 108-10-019,2025-07-21,Published
APMP-QM-KR-0000047D-3,Gases,Environmental,nitrous oxide,nitrogen,Amount-of-substance fraction,0.2,500000.0,µmol/mol,0.2,0.2,%,Relative,2.0,95.0,CRM112-03-570 CRM112-03-571 CRM112-03-572,2025-08-25,Published
APMP-QM-KR-000000GN-1,Inorganic solutions,Elemental,cadmium,monoelemental aqueous solution,Mass fraction,0.9,1.1,g/kg,0.1,0.5,%,Relative,2.0,95.0,CRM 105-02-006,2013-03-12,Published
APMP-QM-KR-000000GS-1,Inorganic solutions,Elemental,lead,monoelemental aqueous solution,Mass fraction,0.9,1.1,g/kg,0.1,0.5,%,Relative,2.0,95.0,CRM 105-02-015,2013-03-12,Published
APMP-QM-KR-000000GU-1,Inorganic solutions,Elemental,manganese,monoelemental aqueous solution,Mass fraction,0.9,1.1,g/kg,0.1,0.5,%,Relative,2.0,95.0,CRM 105-02-018,2013-03-12,Published
APMP-QM-KR-000000H0-1,Inorganic solutions,Elemental,selenium,monoelemental aqueous solution,Mass fraction,0.9,1.1,g/kg,0.1,0.5,%,Relative,2.0,95.0,CRM 105-02-024,2013-03-12,Published
APMP-QM-KR-000000H2-1,Inorganic solutions,Elemental,tin,monoelemental aqueous solution,Mass fraction,0.9,1.1,g/kg,0.1,0.5,%,Relative,2.0,95.0,CRM 105-02-028,2013-03-12,Published
APMP-QM-KR-000000H9-1,Inorganic solutions,Elemental,calcium,monoelemental aqueous solution,Mass fraction,0.9,1.1,g/kg,0.1,0.5,%,Relative,2.0,95.0,CRM 105-02-007,2013-03-12,Published
APMP-QM-KR-000000HA-1,Inorganic solutions,Elemental,cesium,monoelemental aqueous solution,Mass fraction,0.9,1.1,g/kg,0.1,0.5,%,Relative,2.0,95.0,CRM 105-02-011,2013-03-12,Published
APMP-QM-KR-000000HG-1,Inorganic solutions,Elemental,titanium,monoelemental aqueous solution,Mass fraction,0.9,1.1,g/kg,0.1,0.5,%,Relative,2.0,95.0,CRM 105-02-029,2013-03-12,Published
APMP-QM-KR-000000HH-1,Inorganic solutions,Elemental,tungsten,monoelemental aqueous solution,Mass fraction,0.9,1.1,g/kg,0.1,0.5,%,Relative,2.0,95.0,CRM 105-02-030,2013-03-12,Published
APMP-QM-KR-000000IG-1,Advanced materials,Polymers and plastics,chromium,ABS,Mass fraction,10.0,2000.0,mg/kg,1.0,5.0,%,Relative,2.0,95.0,"CRM 113-01-011, CRM 113-01-012, CRM 113-01-013, CRM 113-01-014, CRM 113-01-015",2012-09-06,Published
APMP-QM-KR-000000IL-1,Advanced materials,Polymers and plastics,arsenic,acrylonitrile butadiene styrene (ABS),Mass fraction,10.0,2000.0,mg/kg,2.5,5.0,%,Relative,2.0,95.0,"CRM 113-01-011, CRM 113-01-012, CRM 113-01-013, CRM 113-01-014, CRM 113-01-015",2013-06-13,Published
APMP-QM-KR-000000IM-1,Advanced materials,Polymers and plastics,bromine,acrylonitrile butadiene styrene (ABS),Mass fraction,10.0,2000.0,mg/kg,2.5,10.0,%,Relative,2.0,95.0,"CRM 113-01-011, CRM 113-01-012, CRM 113-01-013, CRM 113-01-014, CRM 113-01-015",2013-06-13,Published
APMP-QM-KR-000000IP-1,Advanced materials,Polymers and plastics,chromium,polypropylene (PP),Mass fraction,10.0,2000.0,mg/kg,1.0,5.0,%,Relative,2.0,95.0,"CRM 113-01-001, CRM 113-01-002, CRM 113-01-003, CRM 113-01-004, CRM 113-01-005",2013-06-13,Published
APMP-QM-KR-000000IS-1,Advanced materials,Polymers and plastics,zinc,polypropylene (PP),Mass fraction,10.0,2000.0,mg/kg,5.0,10.0,%,Relative,2.0,95.0,"CRM 113-01-001, CRM 113-01-002, CRM 113-01-003, CRM 113-01-004, CRM 113-01-005",2013-06-13,Published
APMP-QM-KR-000000TZ-1,Other materials,"Other than cements, paints, textiles, glasses, thin films, coatings, insulating materials, rubber, and adhesives",lead,cosmetic cream,Mass fraction,1.0,100.0,mg/kg,1.0,5.0,%,Relative,2.0,95.0,"CRM 114-01-003, CRM 114-01-004",2016-01-20,Published
APMP-QM-KR-000003Q0-1,High purity chemicals,Inorganic compounds,oxidant expressed as potassium dichromate,high purity potassium dichromate,Mass fraction,99.9,100.0,%,0.0035,0.0043,%,Relative,2.0,95.0,KRISS CRM 104-02-003,2018-09-26,Published
APMP-QM-KR-0000041Z-1,Gases,Environmental,nitrous oxide,air,Amount-of-substance fraction,2e-07,2e-05,mol/mol,0.2,0.2,%,Relative,2.0,95.0,CRM 112-01-3146N,2016-01-20,Published
APMP-QM-KR-00000429-1,Gases,Environmental,chlorobenzene,nitrogen,Amount-of-substance fraction,1e-05,0.0001,mol/mol,3.0,2.0,%,Relative,2.0,95.0,CRM 112-03-713,2016-01-20,Published
APMP-QM-KR-0000042O-1,Gases,"Other than high purity, environmental, fuel, forensic, or medical",chloromethane,nitrogen,Amount-of-substance fraction,1e-05,0.0001,mol/mol,3.0,2.0,%,Relative,2.0,95.0,CRM 112-01-086,2016-01-20,Published
APMP-QM-KR-0000042R-1,Gases,"Other than high purity, environmental, fuel, forensic, or medical","1,1-dichloroethane",nitrogen,Amount-of-substance fraction,1e-05,0.0001,mol/mol,3.0,2.0,%,Relative,2.0,95.0,CRM 112-01-090,2016-01-20,Published
APMP-QM-KR-0000042Y-1,Gases,Environmental,"1-chloro-1,1-difluoroethane (HCFC-142b)",air,Amount-of-substance fraction,1.5e-05,10.0,µmol/mol,10.0,10.0,%,Relative,2.0,95.0,CRM 112-011-042,2016-01-20,Published
APMP-QM-KR-00000431-1,Gases,"Other than high purity, environmental, fuel, forensic, or medical",oxygen,nitrogen,Amount-of-substance fraction,0.02,10.0,µmol/mol,100.0,0.02,%,Relative,2.0,95.0,CRM 112-01-2131N,2017-08-30,Published
APMP-QM-KR-0000043J-1,Gases,Forensic,ethanol,nitrogen,Amount-of-substance fraction,50.0,500.0,µmol/mol,0.53,0.53,%,Relative,2.0,95.0,CRM 112-05-294,2018-09-26,Published
APMP-QM-KR-0000045L-1,Gases,Environmental,tetrahydrothiophene,nitrogen,Amount-of-substance fraction,0.5,10.0,µmol/mol,1.2,0.6,%,Relative,2.0,95.0,CRM112-03-737,2018-09-26,Published
APMP-QM-KR-0000045M-1,Gases,Environmental,carbonyl sulfide,nitrogen,Amount-of-substance fraction,10.0,100.0,µmol/mol,0.6,0.6,%,Relative,2.0,95.0,CRM112-03-725,2018-09-26,Published
APMP-QM-KR-0000045Q-1,Gases,Environmental,diethyl sulfide,nitrogen,Amount-of-substance fraction,10.0,100.0,µmol/mol,0.6,0.6,%,Relative,2.0,95.0,CRM112-03-796,2018-09-26,Published
APMP-QM-KR-0000045S-1,Gases,Environmental,ethanethiol,nitrogen,Amount-of-substance fraction,10.0,100.0,µmol/mol,0.6,0.6,%,Relative,2.0,95.0,CRM112-03-781,2018-09-26,Published
APMP-QM-KR-00000463-1,Gases,Fuel,ethanethiol,methane,Amount-of-substance fraction,0.5,10.0,µmol/mol,1.2,0.6,%,Relative,2.0,95.0,CRM112-03-780,2018-09-26,Published
APMP-QM-KR-00000467-1,Gases,Fuel,tetrahydrothiophene,methane,Amount-of-substance fraction,0.5,10.0,µmol/mol,1.2,0.6,%,Relative,2.0,95.0,CRM112-03-739,2018-09-26,Published
APMP-QM-KR-0000046B-1,Gases,Fuel,ethyl methyl sulfide,methane,Amount-of-substance fraction,10.0,100.0,µmol/mol,0.6,0.6,%,Relative,2.0,95.0,CRM112-03-791,2018-09-26,Published
APMP-QM-KR-0000046D-1,Gases,Fuel,2-propanethiol,methane,Amount-of-substance fraction,10.0,100.0,µmol/mol,0.6,0.6,%,Relative,2.0,95.0,CRM112-03-740,2018-09-26,Published
APMP-QM-KR-0000046E-1,Gases,Fuel,1-propanethiol,methane,Amount-of-substance fraction,10.0,100.0,µmol/mol,0.6,0.6,%,Relative,2.0,95.0,CRM112-03-795,2018-09-26,Published
APMP-QM-KR-0000046S-1,Gases,Fuel,hydrogen sulfide,methane,Amount-of-substance fraction,1.0,100.0,µmol/mol,11.0,1.1,%,Relative,2.0,95.0,CRM112-03-777,2018-09-26,Published
APMP-QM-KR-0000046X-1,Gases,Environmental,dimethyl sulfide,nitrogen,Amount-of-substance fraction,0.5,10.0,nmol/mol,3.0,3.0,%,Relative,2.0,95.0,CRM112-03-733,2018-09-26,Published
APMP-QM-KR-000004EY-1,Food,Contaminants,cadmium,oyster tissue,Mass fraction,2.0,12.0,mg/kg,0.5,3.0,%,Absolute,2.0,95.0,Assignment of reference values for KOLAS proficiency test,2005-04-29,Published
APMP-QM-KR-000004FY-1,Food,Contaminants,lead,rice,Mass fraction,0.1,100.0,mg/kg,1.0,5.0,%,Relative,2.0,95.0,"CRM 108-01-003, PT providing
",2013-06-13,Published
APMP-QM-KR-000004FZ-1,Food,Nutritional constituents,zinc,rice,Mass fraction,1.0,1000.0,mg/kg,1.0,5.0,%,Relative,2.0,95.0,"CRM 108-01-004, PT providing",2013-06-13,Published
APMP-QM-KR-000004G5-1,Food,Contaminants,lead,oyster,Mass fraction,0.1,100.0,mg/kg,1.0,5.0,%,Relative,2.0,95.0,"CRM 108-04-001, PT providing",2013-06-13,Published
APMP-QM-KR-000004G6-1,Food,Contaminants,cadmium,oyster,Mass fraction,0.1,100.0,mg/kg,1.0,5.0,%,Relative,2.0,95.0,"CRM 108-04-001, CRM 108-04-003, PT providing",2013-06-13,Published
APMP-QM-KR-000004G8-1,Food,Nutritional constituents,zinc,oyster,Mass fraction,1.0,1000.0,mg/kg,1.0,5.0,%,Relative,2.0,95.0,"CRM 108-04-001, PT providing",2013-06-13,Published
APMP-QM-KR-000004GB-1,Food,Nutritional constituents,selenium,oyster,Mass fraction,1.0,1000.0,mg/kg,4.0,10.0,%,Relative,2.0,95.0,"CRM 108-04-001, PT providing",2013-06-13,Published
APMP-QM-KR-000004GD-1,Food,Nutritional constituents,selenium,tuna,Mass fraction,1.0,1000.0,mg/kg,4.0,10.0,%,Relative,2.0,95.0,"CRM 108-04-002, PT providing",2013-06-13,Published
APMP-QM-KR-000004GE-1,Food,Nutritional constituents,zinc,tuna,Mass fraction,1.0,1000.0,mg/kg,1.0,5.0,%,Relative,2.0,95.0,"CRM 108-04-002, PT providing",2013-06-13,Published
APMP-QM-KR-000004GF-1,Food,Contaminants,lead,water dropwort,Mass fraction,0.1,100.0,mg/kg,1.0,5.0,%,Absolute,2.0,95.0,"CRM 108-05-001, PT providing",2013-06-13,Published
APMP-QM-KR-000004GG-1,Food,Nutritional constituents,copper,water dropwort,Mass fraction,1.0,1000.0,mg/kg,1.0,5.0,%,Absolute,2.0,95.0,"CRM 108-05-001, PT providing",2013-06-13,Published
APMP-QM-KR-000004GL-1,Food,Contaminants,cadmium,tomato paste,Mass fraction,0.1,100.0,mg/kg,1.0,5.0,%,Relative,2.0,95.0,"CRM 108-05-005, PT providing",2013-06-13,Published
APMP-QM-KR-000004GN-1,Food,Nutritional constituents,zinc,chinese cabbage,Mass fraction,1.0,1000.0,mg/kg,1.0,5.0,%,Relative,2.0,95.0,"CRM 108-05-002, PT providing",2013-06-13,Published
APMP-QM-KR-000004H0-1,Food,Nutritional constituents,zinc,tea leaf,Mass fraction,1.0,100.0,mg/kg,1.0,5.0,%,Relative,2.0,95.0,"CRM 108-10-009, PT providing",2013-06-13,Published
APMP-QM-KR-000004H9-1,Food,Contaminants,acrylamide,"potatochip paste, grains",Mass fraction,0.1,20.0,mg/kg,1.5,1.0,%,Relative,2.0,95.0,CRM 10810-003,2016-01-20,Published
APMP-QM-KR-000004HD-1,Food,Contaminants,chloramphenicol,dairy products,Mass fraction,0.1,10.0,µg/kg,5.0,2.0,%,Relative,2.0,95.0,CRM 108-05-008,2018-09-26,Published
APMP-QM-KR-000004HI-1,Food,Nutritional constituents,alpha-ocopherol,dairy products,Mass fraction (dry mass base),1.0,500.0,mg/kg,15.0,1.0,%,Relative,2.0,95.0,CRM 108-02-003,2018-09-26,Published
APMP-QM-KR-000004HW-1,Food,Nutritional constituents,folic acid,food supplement,Mass fraction (dry mass base),0.1,500.0,mg/kg,10.0,1.0,%,Relative,2.0,95.0,CRM 108-10-019,2018-09-26,Published
APMP-QM-KR-000004I2-1,Food,Nutritional constituents,arachidonic acid,dairy products,Mass fraction (dry mass base),1.0,3000.0,mg/kg,10.0,1.0,%,Relative,2.0,95.0,CRM 108-02-003,2018-09-26,Published
APMP-QM-KR-000004NI-1,Biological fluids and materials,Blood serum,d-glucose,human serum (lyophilized),Mass fraction,200.0,2000.0,mg/kg,5.0,30.0,mg/kg,Absolute,2.3,95.0,KRISS CRM 111-03-A,2008-12-15,Published
APMP-QM-KR-000004NJ-1,Biological fluids and materials,Blood serum,creatinine,human serum (lyophilized),Mass fraction,2.0,100.0,mg/kg,0.3,1.5,mg/kg,Absolute,2.3,95.0,KRISS CRM 111-03-A,2001-10-21,Published
APMP-QM-KR-000004NO-1,Biological fluids and materials,Blood serum,uric acid,human serum (lyophilized),Mass fraction,10.0,150.0,mg/kg,0.15,1.3,mg/kg,Absolute,2.3,95.0,KRISS CRM 111-04-A,2001-10-21,Published
APMP-QM-KR-000004NP-1,Biological fluids and materials,Blood serum,urea,human serum (lyophilized),Mass fraction,100.0,1200.0,mg/kg,1.8,22.0,mg/kg,Absolute,2.3,95.0,KRISS CRM 111-04-A,2001-10-21,Published
